"invoiceNumber";"issueDate";"dueDate";"invoiceTypeCode";"note";"buyerReference";"startDate";"endDate";"contractDocumentReferenceCbcId";"supplierEndPoint";"supplierPartyIdentificationCbcId";"supplierPartyNameCbcName";"supplierStreetName";"supplierAdditionalStreetName";"supplierCityName";"supplierPostalZone";"supplierCountrySubentity";"supplierAddressLineCbcLine";"supplierCountryCbcIdentificationCode";"customerEndPoint";"customerPartyIdentificationCbcId";"customerPartyNameCbcName";"customerStreetName";"customerAdditionalStreetName";"customerCityName";"customerPostalZone";"customerCountrySubentity";"customerAddressLineCbcLine";"customerCountryCbcIdentificationCode";"customerRegistrationName";"paymentMeans";"paymentMeansCbcPaymentId";"legalMonetaryTotalCbcLineExtensionAmount";"legalMonetaryTotalCbcTaxExclusiveAmount";"legalMonetaryTotalCbcTaxInclusiveAmount";"legalMonetaryTotalCbcPayableAmount";"invoiceLineCbcId";"invoiceLineCbcInvoicedQuantity";"invoiceLineCbcLineExtensionAmount";"currencyId";"itemCbcName";"invoicePeriodCbcStartDate";"invoicePeriodCbcEndDate";"descriptionCbcItem";"allowanceChargeCbcChargeIndicator";"allowanceChargeCbcAmount";"allowanceChargeCbcBaseAmount";"baseAmountCbcCurrencyId";"allowanceChargeReason"
"2210001283";"2025-07-18";"2025-08-02";"380";"Factuur voor Axora";"";"";"";"";"";"0693.882.075";"Beancounter";"Kalkstraat 12";"";"Leuven";"3000";"";"";"BE";"";"1025.369.776";"Axora";"Avenue Louis Bertrand 102 21D";"";"Schaerbeek";"1030";"";"";"BE";"";"31";"003057128384";"1968.00";"1968.00";"2381.28";"2381.28";"1";"1";"1968.00";"EUR";"PARTENA Besloten vennootschap - Premium - met istart notaris";"";"";"Frais de constitution SRL - Premium (y compris les frais de notaire, publication au Moniteur Belge et BCE) | PARTENA Oprichtingskosten besloten vennootschap - Premium (incl. notaris, voorgeschoten kosten Belgisch Staatsblad en KBO)";"";"";"";"";""
